year,month,day,date,latitude,longitude,zon_winds,mer_winds,humidity,air_temp,ss_temp
93,12,6,931206,2.04,-110.11,,,81.1,24.47,25.61
93,12,7,931207,2.04,-110.11,,,83.2,24.16,25.67
93,12,8,931208,2.03,-110.11,,,85.2,24.27,25.69
93,12,9,931209,2.04,-110.1,,,86.4,24.47,25.13
93,12,10,931210,2.04,-110.11,,,88.5,23.69,24.77
93,12,11,931211,2.04,-110.11,,,88.5,23.53,24.53
93,12,12,931212,2.04,-110.11,,,88.5,23.61,24.5
93,12,13,931213,2.04,-110.1,,,88.9,23.57,24.13
93,12,14,931214,2.04,-110.1,,,88.2,23.45,23.82
93,12,15,931215,2.04,-110.1,,,86.3,23.45,23.67
93,12,16,931216,2.04,-110.1,,,86.4,23.25,23.62
93,12,17,931217,2.04,-110.1,,,85.9,23.1,23.66
93,12,18,931218,2.04,-110.11,,,89.1,23.21,23.64
93,12,19,931219,2.04,-110.11,,,91.1,23.37,23.59
93,12,20,931220,2.04,-110.1,,,88.7,23.65,24.01
93,12,21,931221,2.04,-110.11,,,85.7,24.04,24.65
93,12,22,931222,2.04,-110.11,,,88.2,24.55,25.38
93,12,23,931223,2.04,-110.11,,,86.7,25.14,25.92
93,12,24,931224,2.04,-110.11,,,84.1,25.29,26.17
93,12,25,931225,2.04,-110.1,,,84.2,25.1,26.32
93,12,26,931226,2.04,-110.11,,,84.3,24.94,26.24
93,12,27,931227,2.04,-110.11,,,83.9,24.71,26.21
93,12,28,931228,2.04,-110.11,,,83.4,25.1,26.24
93,12,29,931229,2.02,-110.13,,,84.1,25.14,26.43
93,12,30,931230,2.04,-110.12,,,84.3,25.25,26.41
93,12,31,931231,2.03,-110.11,,,84.0,25.33,26.49
94,1,1,940101,2.03,-110.12,,,83.9,25.57,26.5
94,1,2,940102,2.03,-110.11,,,81.1,25.65,26.5
94,1,3,940103,2.04,-110.11,,,78.5,25.57,26.53
94,1,4,940104,2.03,-110.1,,,80.6,25.33,26.54
94,1,5,940105,2.03,-110.11,,,84.3,25.14,26.48
94,1,6,940106,2.03,-110.1,,,85.5,25.29,26.36
94,1,7,940107,2.03,-110.1,,,83.7,25.37,26.48
94,1,8,940108,2.04,-110.11,,,82.9,25.14,26.49
94,1,9,940109,2.04,-110.1,,,81.9,25.14,26.42
94,1,10,940110,2.04,-110.11,,,83.8,25.02,26.31
94,1,11,940111,2.04,-110.1,,,85.9,24.71,26.04
94,1,12,940112,2.04,-110.11,,,85.7,24.39,25.65
94,1,13,940113,2.05,-110.16,,,88.7,24.35,24.94
94,1,14,940114,2.04,-110.1,,,88.9,24.23,24.52
94,1,15,940115,2.04,-110.11,,,84.1,24.71,25.38
94,1,16,940116,2.04,-110.09,,,80.4,24.86,25.71
94,1,17,940117,2.04,-110.1,,,83.5,24.51,25.6
94,1,18,940118,2.04,-110.11,,,84.2,24.43,25.44
94,1,19,940119,2.04,-110.1,,,83.6,24.39,25.45
94,1,20,940120,2.04,-110.11,,,84.4,24.47,25.48
94,1,21,940121,2.03,-110.11,,,85.9,24.67,25.65
94,1,22,940122,2.03,-110.11,,,88.0,24.63,25.53
94,1,23,940123,2.03,-110.11,,,88.0,24.86,26.11
94,1,24,940124,2.04,-110.11,,,89.8,24.82,26.1
94,1,25,940125,2.04,-110.11,,,88.0,24.59,25.73
94,1,26,940126,2.04,-110.11,,,91.3,24.12,25.57
94,1,27,940127,2.04,-110.1,,,90.4,24.59,25.13
94,1,28,940128,2.04,-110.11,,,86.4,24.78,25.38
94,1,29,940129,2.04,-110.11,,,85.3,25.1,25.91
94,1,30,940130,2.03,-110.11,,,88.6,24.9,25.96
94,1,31,940131,2.03,-110.11,,,88.2,24.94,26.1
94,2,1,940201,2.03,-110.1,,,84.1,25.41,26.63
94,2,2,940202,2.03,-110.11,,,86.7,24.82,26.78
94,2,3,940203,2.03,-110.11,,,80.5,25.84,26.9
94,2,4,940204,2.03,-110.11,,,81.2,25.88,27.12
94,2,5,940205,2.03,-110.11,,,83.3,25.8,27.15
94,2,6,940206,2.03,-110.11,,,80.2,25.8,26.94
94,2,7,940207,2.04,-110.11,,,80.2,25.53,26.79
94,2,8,940208,2.04,-110.11,,,83.6,25.33,26.59
94,2,9,940209,2.04,-110.11,,,83.9,25.02,26.29
94,2,10,940210,2.04,-110.1,,,85.3,24.9,25.91
94,2,11,940211,2.04,-110.11,,,85.3,25.18,26.25
94,2,12,940212,2.04,-110.11,,,87.4,25.25,26.28
94,2,13,940213,2.04,-110.11,,,89.4,25.57,26.29
94,2,14,940214,2.04,-110.11,,,88.9,25.25,26.24
94,2,15,940215,2.04,-110.11,,,90.2,25.1,25.95
94,2,16,940216,2.03,-110.1,,,90.1,24.9,25.64
94,2,17,940217,2.04,-110.1,,,90.7,24.94,25.57
94,2,18,940218,2.05,-110.11,,,91.0,24.55,25.1
94,2,19,940219,2.05,-110.1,,,90.1,24.23,24.76
94,2,20,940220,2.04,-110.11,,,91.7,24.16,24.45
94,2,21,940221,2.03,-110.1,,,92.1,24.16,24.36
94,2,22,940222,2.04,-110.1,,,91.9,23.96,24.24
94,2,23,940223,2.04,-110.11,,,91.1,23.84,24.28
94,2,24,940224,2.04,-110.1,,,91.6,24.16,24.45
94,2,25,940225,2.04,-110.1,,,92.1,24.31,24.43
94,2,26,940226,2.04,-110.1,,,91.0,24.31,24.59
94,2,27,940227,2.05,-110.1,,,88.9,24.71,25.07
94,2,28,940228,2.04,-110.11,,,85.0,25.76,26.75
94,3,1,940301,2.04,-110.1,,,81.4,26.55,27.6
94,3,2,940302,2.03,-110.1,,,80.6,27.06,28.1
94,3,3,940303,2.04,-110.11,,,77.5,27.14,28.18
94,3,4,940304,2.04,-110.12,,,83.5,26.55,28.3
94,3,5,940305,2.04,-110.11,,,80.1,26.98,28.25
94,3,6,940306,2.04,-110.11,,,79.8,26.86,28.04
94,3,7,940307,2.03,-110.11,,,80.0,26.74,28.03
94,3,8,940308,2.04,-110.11,,,77.6,26.63,28.28
94,3,9,940309,2.02,-110.1,,,75.3,26.94,28.4
94,3,10,940310,2.03,-110.09,,,80.1,26.94,28.4
94,3,11,940311,2.04,-110.1,,,82.8,26.59,28.34
94,3,12,940312,2.04,-110.11,,,84.4,26.43,27.91
94,3,13,940313,2.04,-110.11,,,81.0,26.16,27.16
94,3,14,940314,2.04,-110.11,,,79.4,26.0,26.97
94,3,15,940315,2.03,-110.1,,,79.8,26.08,27.46
94,3,16,940316,2.04,-110.11,,,80.5,25.84,27.12
94,3,17,940317,2.04,-110.11,,,80.3,25.61,26.87
94,3,18,940318,2.04,-110.11,,,85.1,25.61,26.69
94,3,19,940319,2.04,-110.1,,,89.3,25.18,26.07
94,3,20,940320,2.04,-110.09,,,87.4,25.02,25.51
94,3,21,940321,2.04,-110.1,,,88.0,25.25,25.62
94,3,22,940322,2.04,-110.1,,,91.1,25.21,25.84
94,3,23,940323,2.04,-110.1,,,89.8,25.25,25.98
94,3,24,940324,2.03,-110.11,,,87.2,25.65,26.16
94,3,25,940325,2.04,-110.11,,,90.0,25.92,26.35
94,3,26,940326,2.04,-110.11,,,90.0,26.12,26.49
94,3,27,940327,2.04,-110.11,,,87.6,25.92,26.49
94,3,28,940328,2.04,-110.1,,,89.2,25.76,26.26
94,3,29,940329,2.04,-110.1,,,89.2,25.69,26.07
94,3,30,940330,2.04,-110.11,,,87.1,25.8,26.13
94,3,31,940331,2.04,-110.11,,,85.2,25.37,26.11
94,4,1,940401,2.04,-110.11,,,82.9,25.61,26.17
94,4,2,940402,2.04,-110.11,,,82.8,25.76,26.23
94,4,3,940403,2.04,-110.1,,,83.4,24.94,25.81
94,4,4,940404,2.04,-110.11,,,85.3,24.63,25.61
94,4,5,940405,2.04,-110.1,,,84.1,24.98,25.91
94,4,6,940406,2.04,-110.1,,,84.8,25.37,26.35
94,4,7,940407,2.04,-110.1,,,85.2,26.08,26.63
94,4,8,940408,2.04,-110.1,,,82.1,26.35,26.81
94,4,9,940409,2.03,-110.11,,,86.3,26.16,27.26
94,4,10,940410,2.05,-110.11,,,84.7,26.2,27.4
94,4,11,940411,2.05,-110.11,,,82.4,26.55,27.55
94,4,12,940412,2.03,-110.1,,,82.7,26.67,27.69
94,4,13,940413,2.03,-110.1,,,83.7,26.31,27.47
94,4,14,940414,2.04,-110.09,,,83.3,26.04,27.14
94,4,15,940415,2.04,-110.1,,,82.1,25.76,26.79
94,4,16,940416,2.03,-110.1,,,82.6,25.65,27.08
94,4,17,940417,2.04,-110.11,,,83.1,25.65,27.12
94,4,18,940418,2.03,-110.11,,,82.7,26.12,27.47
94,4,19,940419,2.04,-110.1,,,81.6,25.88,27.68
94,4,20,940420,2.05,-110.09,,,80.1,26.39,27.85
94,4,21,940421,2.04,-110.1,,,81.9,26.31,27.64
94,4,22,940422,2.04,-110.1,,,81.0,26.31,27.53
94,4,23,940423,2.03,-110.1,,,80.3,26.16,27.33
94,4,24,940424,2.04,-110.11,,,82.0,26.2,27.22
94,4,25,940425,2.05,-110.11,,,84.5,26.08,27.12
94,4,26,940426,2.04,-110.11,,,85.4,25.96,26.93
94,4,27,940427,2.03,-110.11,,,85.0,25.92,27.04
94,4,28,940428,2.03,-110.11,,,86.9,25.92,26.81
94,4,29,940429,2.04,-110.11,,,86.3,25.53,26.65
94,4,30,940430,2.04,-110.1,,,86.1,25.57,26.58
94,5,1,940501,2.03,-110.1,,,86.2,25.57,26.5
94,5,2,940502,2.03,-110.11,,,87.4,25.72,26.38
94,5,3,940503,2.04,-110.11,,,88.7,25.49,26.18
94,5,4,940504,2.04,-110.1,,,85.8,25.41,26.01
94,5,5,940505,2.04,-110.11,,,84.8,25.25,26.14
94,5,6,940506,2.04,-110.1,,,85.9,25.49,26.36
94,5,7,940507,2.03,-110.1,,,86.7,25.45,26.26
94,5,8,940508,2.04,-110.1,,,85.4,25.41,26.3
94,5,9,940509,2.04,-110.11,,,86.0,25.41,26.16
94,5,10,940510,2.04,-110.1,,,86.8,25.33,25.88
94,5,11,940511,2.05,-110.11,,,87.9,25.33,25.8
94,5,12,940512,2.04,-110.1,,,89.2,25.21,25.76
94,5,13,940513,2.03,-110.11,,,87.6,25.37,25.92
94,5,14,940514,2.03,-110.1,,,85.2,25.33,26.11
94,5,15,940515,2.04,-110.1,,,84.4,25.41,26.65
94,5,16,940516,2.04,-110.11,,,84.7,25.61,27.22
94,5,17,940517,2.04,-110.11,,,84.6,25.88,27.36
94,5,18,940518,2.04,-110.11,,,82.3,26.16,27.52
94,5,19,940519,2.04,-110.11,,,83.3,26.55,27.86
94,5,20,940520,2.04,-110.11,,,80.3,26.47,27.98
94,5,21,940521,2.04,-110.11,,,80.0,26.43,28.22
94,5,22,940522,2.04,-110.11,,,74.4,26.08,28.05
94,5,23,940523,2.04,-110.1,,,75.0,26.16,27.82
94,5,24,940524,2.04,-110.11,,,78.5,26.39,27.68
94,5,25,940525,2.04,-110.11,,,77.3,26.51,27.57
94,5,26,940526,2.04,-110.11,,,77.0,26.47,27.52
94,5,27,940527,2.03,-110.11,,,77.0,26.55,27.46
94,5,28,940528,2.03,-110.11,,,77.0,26.23,27.44
94,5,29,940529,2.04,-110.11,,,77.9,26.27,27.46
94,5,30,940530,2.04,-110.1,,,77.9,26.39,27.44
94,5,31,940531,2.04,-110.1,,,76.4,26.16,27.49
94,6,1,940601,2.04,-110.1,,,78.8,26.23,27.6
94,6,2,940602,2.04,-110.1,,,79.5,26.2,27.57
94,6,3,940603,2.04,-110.1,,,80.7,26.16,27.5
94,6,4,940604,2.04,-110.11,,,79.8,26.08,27.36
94,6,5,940605,2.03,-110.11,,,79.4,26.04,27.35
94,6,6,940606,2.04,-110.11,,,,,
94,6,7,940607,2.04,-110.11,,,80.5,25.8,27.19
94,6,8,940608,2.04,-110.11,-2.6,3.0,71.6,,
94,6,9,940609,2.0,-110.0,-5.6,3.8,83.1,25.76,27.15
94,6,10,940610,2.0,-110.0,-5.9,3.5,83.6,25.72,27.18
94,6,11,940611,1.99,-110.13,-3.1,3.2,81.1,25.76,26.98
94,6,12,940612,1.99,-110.13,-1.2,3.5,84.1,25.69,26.97
94,6,13,940613,2.03,-110.1,-2.1,3.6,85.3,25.76,27.1
94,6,14,940614,2.04,-110.1,-4.4,4.2,86.0,25.76,27.1
94,6,15,940615,2.03,-110.11,-4.7,4.8,85.1,25.65,26.66
94,6,16,940616,2.03,-110.11,-4.2,5.5,85.3,25.49,26.08
94,6,17,940617,2.05,-110.1,-4.1,5.2,85.2,25.37,25.85
94,6,18,940618,2.05,-110.11,-4.7,5.0,85.6,25.21,25.64
94,6,19,940619,2.03,-110.11,-5.8,3.9,82.4,25.14,25.45
94,6,20,940620,2.03,-110.1,-6.1,3.8,82.1,24.98,25.35
94,6,21,940621,2.03,-110.12,-5.5,4.9,82.7,24.86,25.3
94,6,22,940622,2.04,-110.11,-4.4,4.8,85.2,24.94,25.42
94,6,23,940623,2.04,-110.11,-6.6,3.4,79.8,25.49,26.26
94,6,24,940624,2.04,-110.12,-6.2,3.0,76.9,25.69,26.66
94,6,25,940625,2.04,-110.12,-5.2,3.3,71.4,25.49,26.72
94,6,26,940626,2.04,-110.12,-3.8,4.0,73.2,25.53,26.9
94,6,27,940627,2.04,-110.12,-5.3,2.4,74.8,25.69,26.91
94,6,28,940628,2.04,-110.12,-5.5,2.4,75.3,25.76,26.88
94,6,29,940629,2.04,-110.12,-5.9,2.8,73.9,25.69,26.94
94,6,30,940630,2.04,-110.12,-5.7,2.5,77.6,25.57,27.0
94,7,1,940701,2.04,-110.12,-5.7,3.6,80.8,25.69,27.16
94,7,2,940702,2.04,-110.12,-5.6,2.5,78.7,25.84,27.2
94,7,3,940703,2.04,-110.12,-5.4,5.1,77.8,25.29,27.41
94,7,4,940704,2.04,-110.11,-5.0,5.0,83.2,24.74,27.01
94,7,5,940705,2.04,-110.12,-5.4,4.3,83.1,24.59,26.26
94,7,6,940706,2.04,-110.12,-7.4,3.6,79.0,24.35,26.53
94,7,7,940707,2.04,-110.12,-5.9,2.5,75.2,24.27,26.66
94,7,8,940708,2.04,-110.12,-3.9,4.8,79.5,24.04,26.39
94,7,9,940709,2.04,-110.12,-3.9,5.4,84.9,24.12,26.11
94,7,10,940710,2.04,-110.12,-6.8,4.0,83.3,23.92,25.77
94,7,11,940711,2.04,-110.12,-6.8,4.2,82.2,23.69,25.35
94,7,12,940712,2.04,-110.12,-5.2,3.1,87.4,23.22,24.55
94,7,13,940713,2.04,-110.12,-3.6,4.3,93.5,22.71,23.52
94,7,14,940714,2.04,-110.11,-3.3,5.4,88.9,22.67,22.91
94,7,15,940715,2.04,-110.12,-3.2,3.6,91.0,22.51,22.87
94,7,16,940716,2.05,-110.11,-1.6,2.9,90.8,22.63,22.95
94,7,17,940717,2.04,-110.12,-2.5,4.1,91.1,22.63,22.88
94,7,18,940718,2.04,-110.12,-3.3,4.6,88.9,22.82,22.82
94,7,19,940719,2.05,-110.11,-4.9,3.0,87.1,23.25,23.4
94,7,20,940720,2.04,-110.12,-4.8,3.5,84.9,23.14,23.54
94,7,21,940721,2.04,-110.12,-5.3,3.3,86.1,23.14,23.59
94,7,22,940722,2.04,-110.11,-5.5,4.4,85.4,23.41,23.9
94,7,23,940723,2.04,-110.12,-4.9,5.1,87.6,23.45,24.3
94,7,24,940724,2.05,-110.12,-5.0,6.3,86.1,23.69,24.64
94,7,25,940725,2.04,-110.12,-5.7,4.3,86.9,23.22,24.71
94,7,26,940726,2.04,-110.13,-6.8,4.4,90.8,22.98,24.93
94,7,27,940727,2.04,-110.11,-6.1,4.8,85.4,22.67,24.75
94,7,28,940728,2.03,-110.11,-4.9,4.7,85.7,22.71,24.71
94,7,29,940729,2.04,-110.12,-5.8,2.7,84.8,22.94,24.28
94,7,30,940730,2.05,-110.12,-6.4,3.8,87.1,22.9,24.23
94,7,31,940731,2.05,-110.11,-6.6,4.4,88.3,22.59,24.33
94,8,1,940801,2.05,-110.12,-7.2,4.6,85.7,22.51,23.97
94,8,2,940802,2.04,-110.12,-7.2,4.2,85.9,22.39,23.38
94,8,3,940803,2.05,-110.12,-6.4,4.0,88.4,21.88,22.59
94,8,4,940804,2.05,-110.12,-4.3,3.5,89.8,21.76,21.96
94,8,5,940805,2.04,-110.12,-3.4,3.4,92.1,21.73,22.08
94,8,6,940806,2.04,-110.12,-5.0,4.8,87.5,22.67,23.36
94,8,7,940807,2.04,-110.12,-3.6,5.8,88.0,23.1,23.87
94,8,8,940808,2.05,-110.12,-3.3,5.6,86.9,23.69,24.64
94,8,9,940809,2.05,-110.12,-4.0,5.3,80.9,24.08,25.63
94,8,10,940810,2.03,-110.12,-5.2,5.0,79.1,24.27,25.91
94,8,11,940811,2.04,-110.12,-4.9,4.4,81.0,24.31,26.1
94,8,12,940812,2.04,-110.12,-5.8,4.0,78.9,24.59,26.28
94,8,13,940813,2.04,-110.12,-6.6,3.4,81.1,24.78,26.2
94,8,14,940814,2.04,-110.12,-6.9,3.8,88.2,24.39,26.14
94,8,15,940815,2.04,-110.12,-6.5,4.4,87.4,24.16,26.05
94,8,16,940816,2.06,-110.11,-6.2,4.8,84.9,24.08,26.08
94,8,17,940817,2.04,-110.12,-6.4,4.7,80.5,23.88,26.01
94,8,18,940818,2.05,-110.11,,,,,
94,8,19,940819,2.05,-110.11,-5.9,3.5,77.9,23.33,25.53
94,8,20,940820,2.0,-110.0,-5.5,4.8,79.2,23.28,25.47
94,8,21,940821,2.0,-110.0,-5.7,5.6,79.2,23.48,25.53
94,8,22,940822,2.0,-110.0,-6.2,4.5,75.6,23.4,25.42
94,8,23,940823,2.0,-110.0,-6.8,4.8,73.3,23.44,25.26
94,8,24,940824,2.04,-110.08,-7.1,4.7,77.6,23.44,25.01
94,8,25,940825,2.04,-110.08,-6.4,3.1,79.2,23.13,24.76
94,8,26,940826,2.04,-110.1,-5.5,3.6,82.7,22.45,24.65
94,8,27,940827,2.03,-110.09,-4.1,5.0,81.2,22.45,24.68
94,8,28,940828,2.04,-110.11,-5.9,5.3,80.2,22.65,24.58
94,8,29,940829,2.04,-110.09,-5.1,4.3,83.4,22.21,23.82
94,8,30,940830,2.03,-110.09,-3.1,5.6,83.9,21.93,22.61
94,8,31,940831,2.04,-110.1,-2.6,5.2,86.7,22.09,22.29
94,9,1,940901,2.04,-110.1,-2.7,4.2,87.1,22.13,22.68
94,9,2,940902,2.04,-110.1,-2.8,3.9,88.6,22.37,23.27
94,9,3,940903,2.04,-110.11,-4.8,4.6,90.3,22.85,23.66
94,9,4,940904,2.05,-110.11,-5.2,5.3,88.1,23.13,23.7
94,9,5,940905,2.04,-110.1,-4.8,3.5,80.4,23.68,24.1
94,9,6,940906,2.04,-110.09,-4.1,4.0,84.2,23.24,24.2
94,9,7,940907,2.04,-110.1,-3.7,5.1,86.7,23.36,24.26
94,9,8,940908,2.04,-110.11,-4.6,6.0,84.2,23.64,24.38
94,9,9,940909,2.03,-110.11,-4.7,4.4,80.6,23.64,24.66
94,9,10,940910,2.04,-110.11,-5.4,4.1,79.3,23.8,24.72
94,9,11,940911,2.04,-110.11,-3.9,4.4,81.9,23.52,24.77
94,9,12,940912,2.04,-110.11,-3.6,4.6,82.4,23.64,24.81
94,9,13,940913,2.03,-110.11,-3.6,5.1,83.2,23.64,24.7
94,9,14,940914,2.03,-110.1,-3.7,5.0,83.1,23.64,24.57
94,9,15,940915,2.03,-110.11,-2.8,4.6,79.5,23.88,24.67
94,9,16,940916,2.03,-110.1,-2.1,5.3,81.6,23.84,24.84
94,9,17,940917,2.01,-110.12,-2.5,4.9,84.7,23.52,25.13
94,9,18,940918,2.03,-110.1,-2.0,6.1,83.8,23.84,25.4
94,9,19,940919,2.03,-110.11,-3.2,5.6,79.5,23.92,25.53
94,9,20,940920,2.04,-110.11,-3.1,4.4,73.2,24.12,25.52
94,9,21,940921,2.04,-110.1,-3.9,4.1,75.3,23.64,25.38
94,9,22,940922,2.04,-110.1,-1.9,4.8,75.0,23.72,25.53
94,9,23,940923,2.04,-110.1,-1.0,3.4,77.0,23.92,26.06
94,9,24,940924,2.04,-110.1,-3.7,4.3,75.9,24.44,26.56
94,9,25,940925,2.04,-110.1,-3.6,4.5,75.9,24.12,26.46
94,9,26,940926,2.04,-110.11,-1.0,3.5,78.6,23.96,26.27
94,9,27,940927,2.05,-110.11,-1.6,6.2,82.9,23.88,25.79
94,9,28,940928,2.05,-110.1,-2.3,5.9,83.6,23.48,24.76
94,9,29,940929,2.03,-110.09,-2.0,5.8,84.2,23.05,23.56
94,9,30,940930,2.04,-110.09,-2.5,4.8,80.2,23.17,23.79
94,10,1,941001,2.04,-110.1,-3.8,3.4,81.0,23.6,24.07
94,10,2,941002,2.04,-110.11,-5.7,1.9,76.3,24.32,24.53
94,10,3,941003,2.02,-110.12,-4.6,3.0,79.5,24.28,24.9
94,10,4,941004,2.06,-110.1,-3.5,5.7,81.3,24.28,25.04
94,10,5,941005,2.02,-110.11,-3.0,5.6,81.3,24.2,25.24
94,10,6,941006,2.04,-110.11,-2.0,5.0,79.6,24.2,25.48
94,10,7,941007,2.04,-110.11,-3.2,4.1,77.2,24.6,25.7
94,10,8,941008,2.04,-110.1,-4.8,4.3,81.3,24.44,25.88
94,10,9,941009,2.04,-110.1,-6.0,4.1,70.2,24.68,25.77
94,10,10,941010,2.04,-110.1,-5.1,4.2,72.7,24.64,25.63
94,10,11,941011,2.04,-110.1,-4.1,3.4,72.1,24.68,25.71
94,10,12,941012,2.04,-110.09,-4.4,2.2,74.4,24.76,25.82
94,10,13,941013,2.02,-110.1,-0.9,4.9,71.3,25.03,26.06
94,10,14,941014,2.03,-110.1,-2.3,3.7,74.3,25.19,26.64
94,10,15,941015,2.04,-110.11,-4.1,4.3,74.7,25.67,27.07
94,10,16,941016,2.03,-110.1,-5.5,3.9,73.7,25.71,27.05
94,10,17,941017,2.03,-110.1,-4.9,2.5,73.2,25.79,26.9
94,10,18,941018,2.06,-110.09,-3.6,4.9,76.4,25.71,26.9
94,10,19,941019,2.05,-110.09,-4.6,5.2,79.1,25.47,26.88
94,10,20,941020,2.03,-110.09,-3.4,6.9,80.2,25.39,26.85
94,10,21,941021,2.03,-110.1,-4.7,5.4,78.9,25.23,26.79
94,10,22,941022,2.02,-110.07,-4.4,5.2,78.2,25.11,26.76
94,10,23,941023,2.03,-110.1,-3.1,3.3,75.5,25.07,26.82
94,10,24,941024,2.03,-110.06,-4.9,3.6,80.4,25.15,26.82
94,10,25,941025,2.04,-110.09,-5.6,4.7,80.8,25.11,26.77
94,10,26,941026,2.03,-110.16,-5.9,5.8,75.1,25.27,26.73
94,10,27,941027,2.05,-110.16,-6.4,2.5,75.0,24.8,26.7
94,10,28,941028,2.05,-110.1,-6.2,5.6,76.4,24.72,26.55
94,10,29,941029,2.05,-110.1,-6.7,5.0,78.8,24.6,26.33
94,10,30,941030,2.05,-110.09,-5.0,3.9,76.0,24.44,26.0
94,10,31,941031,2.03,-110.09,-3.7,5.5,81.7,24.28,25.87
94,11,1,941101,2.03,-110.1,-3.8,6.5,85.2,24.48,25.68
94,11,2,941102,2.05,-110.09,-4.6,6.2,84.8,24.32,25.43
94,11,3,941103,2.04,-110.1,-4.9,4.1,80.6,23.92,25.17
94,11,4,941104,2.05,-110.09,-4.2,2.4,78.7,23.88,25.11
94,11,5,941105,2.03,-110.1,-4.9,3.4,77.2,23.76,25.08
94,11,6,941106,2.04,-110.1,-4.5,4.4,80.1,23.68,25.16
94,11,7,941107,2.05,-110.1,-4.1,6.4,79.5,23.92,24.37
94,11,8,941108,2.04,-110.1,-4.3,5.9,81.3,23.8,24.15
94,11,9,941109,2.04,-110.1,-4.9,4.7,80.1,23.92,24.27
94,11,10,941110,2.04,-110.08,-4.8,4.0,79.0,24.0,24.24
94,11,11,941111,2.04,-110.08,-5.4,4.3,80.3,23.88,24.24
94,11,12,941112,2.04,-110.09,-4.9,4.3,77.5,24.12,24.3
94,11,13,941113,2.03,-110.1,-3.3,3.6,82.3,23.72,24.45
94,11,14,941114,2.03,-110.09,-3.5,4.8,82.7,24.16,25.2
94,11,15,941115,2.04,-110.1,-3.5,7.4,81.7,24.2,24.74
94,11,16,941116,2.04,-110.1,-3.9,5.7,80.8,24.08,24.32
94,11,17,941117,2.04,-110.11,-3.9,3.4,84.0,23.76,24.34
94,11,18,941118,2.04,-110.1,-3.7,4.7,83.2,24.16,24.39
94,11,19,941119,2.04,-110.1,-3.4,4.1,85.3,24.04,24.48
94,11,20,941120,2.04,-110.1,-2.7,5.8,86.9,24.32,24.54
94,11,21,941121,2.04,-110.1,-4.0,5.5,85.6,24.2,24.6
94,11,22,941122,2.04,-110.1,-5.0,4.2,82.5,24.2,24.61
94,11,23,941123,2.02,-110.1,-4.7,5.1,82.4,24.2,24.68
94,11,24,941124,2.04,-110.1,-4.1,6.1,81.9,24.24,24.73
94,11,25,941125,2.04,-110.11,-4.3,4.4,82.3,24.32,24.82
94,11,26,941126,2.04,-110.1,-6.5,2.9,80.0,24.32,24.83
94,11,27,941127,2.04,-110.1,-4.9,4.1,76.6,24.56,24.84
94,11,28,941128,2.04,-110.1,-3.7,5.1,79.5,24.6,24.88
94,11,29,941129,2.04,-110.1,-3.0,5.6,80.9,24.32,24.91
94,11,30,941130,2.03,-110.1,-2.4,5.6,85.7,24.24,25.06
94,12,1,941201,2.04,-110.1,-4.5,6.6,84.3,24.68,25.21
94,12,2,941202,2.04,-110.1,-4.8,5.7,81.9,24.52,25.16
94,12,3,941203,2.04,-110.1,-5.0,4.1,81.0,24.44,25.14
94,12,4,941204,2.04,-110.1,-5.2,5.1,82.6,24.64,25.12
94,12,5,941205,2.05,-110.09,-5.0,4.1,83.1,24.56,25.12
94,12,6,941206,2.04,-110.1,-5.1,4.9,84.0,24.52,25.1
94,12,7,941207,2.04,-110.12,-5.6,4.2,87.0,24.32,25.07
94,12,8,941208,2.04,-110.1,-5.1,4.5,86.3,24.52,25.08
94,12,9,941209,2.04,-110.09,-4.0,4.4,87.5,24.16,24.99
94,12,10,941210,2.05,-110.1,-4.7,4.6,84.3,24.56,24.69
94,12,11,941211,2.05,-110.11,-4.2,5.8,84.7,24.56,24.78
94,12,12,941212,2.04,-110.1,-4.4,5.3,86.0,24.56,24.94
94,12,13,941213,2.04,-110.1,-4.1,5.4,88.9,24.44,24.99
94,12,14,941214,2.04,-110.1,-3.8,4.5,88.0,24.68,25.16
94,12,15,941215,2.04,-110.1,-5.2,4.8,86.1,24.84,25.33
94,12,16,941216,2.04,-110.09,-4.6,4.6,86.8,24.92,25.53
94,12,17,941217,2.03,-110.11,-5.3,5.4,86.7,25.03,25.55
94,12,18,941218,2.03,-110.11,-4.8,3.2,86.4,25.11,25.63
94,12,19,941219,2.04,-110.1,-4.7,4.4,87.8,25.03,25.7
94,12,20,941220,2.03,-110.1,-5.4,5.0,85.2,25.39,25.8
94,12,21,941221,2.03,-110.1,-5.7,4.7,84.5,25.47,26.06
94,12,22,941222,2.03,-110.1,-5.2,3.8,81.6,25.63,26.15
94,12,23,941223,2.03,-110.1,-3.4,3.4,84.4,25.35,26.37
94,12,24,941224,2.03,-110.11,-2.9,4.4,89.7,24.88,26.42
94,12,25,941225,2.05,-110.1,-3.5,4.4,87.3,25.15,26.37
94,12,26,941226,2.03,-110.1,-4.1,4.2,85.8,25.39,26.38
94,12,27,941227,2.04,-110.11,-4.7,4.9,83.0,25.47,26.43
94,12,28,941228,2.03,-110.1,-4.6,5.3,81.6,25.27,26.37
94,12,29,941229,2.04,-110.1,-4.1,5.6,81.7,25.15,26.37
94,12,30,941230,2.04,-110.1,-4.8,4.4,82.2,25.23,26.46
94,12,31,941231,2.03,-110.09,-5.1,4.4,80.6,25.31,26.47
